Epoch,AUC
1,0.5868727978587345
2,0.6194824557606924
3,0.6332747268286469
4,0.6409784505427432
5,0.6475128342621772
6,0.6521635288666228
7,0.6577039549239638
8,0.6629549860977864
9,0.6687035869251049
10,0.6726062551192823
11,0.6778951726604219
12,0.6821951189999591
13,0.6862314148221464
14,0.6903174656640896
15,0.6935635788905234
16,0.697246263995306
17,0.7006663096721644
18,0.7032523867222171
19,0.7059213245135924
20,0.7094335125819758
21,0.7118719042376389
22,0.7144465959612978
23,0.7169617778359723
24,0.7195841148130424
25,0.7220698200809929
26,0.7238531010048092
27,0.7259609180441174
28,0.7282000937855511
29,0.7298981633751142
30,0.7311505973177221
