Epoch,AUC
1,0.49385709274345885
2,0.4926623554484254
3,0.5330024534029894
4,0.5166291617471737
5,0.5677970344891582
6,0.5721949151975435
7,0.5678565402090624
8,0.5816478990426055
9,0.6061525975384168
10,0.5724589607873449
