Epoch,AUC
1,0.5071988940881318
2,0.5222132592025484
3,0.5309320046021646
4,0.5405456571995879
5,0.5534511307348415
6,0.5624493372459654
7,0.5677569977520109
8,0.5762590810323176
9,0.5898211413262089
10,0.5926038245123719
11,0.5965224797312197
12,0.6003634890373015
13,0.6061883014750735
14,0.6083268807120681
15,0.6116751899330831
16,0.6139225543821206
17,0.6149777805068865
18,0.6164824113026742
19,0.6197368279902072
20,0.6202678121906294
21,0.6230747854615735
22,0.6246823518785452
23,0.623776251341844
24,0.6257288581821933
25,0.6244245360827723
26,0.626181979319674
27,0.6265037418948309
28,0.6284816030943656
29,0.630361517207397
30,0.6309796829584853
