Epoch,AUC
1,0.545589917520142
2,0.595141599069637
3,0.6739884274372607
4,0.6846787997127166
5,0.7297099310468281
6,0.7169601286206513
7,0.7172560017020082
8,0.7357694669968098
9,0.7357769194879201
10,0.7231719651821411
