Epoch,Loss
1,1.0539070328200955
2,1.0563033542379539
3,1.0718044605545927
4,1.0657886652111355
5,1.058274702880418
6,1.066502680808329
7,1.0515538726680627
8,1.0551524270410366
9,1.0540089445061942
10,1.0623035007757167
11,1.0618897716546076
12,1.0651155956281733
13,1.064393977153292
14,1.0627328265076788
15,1.0700510056154908
16,1.0776346754151642
17,1.0830176182330074
18,1.0807231817979939
19,1.1007756846225103
20,1.105460445940541
21,1.1112135300606465
22,1.104599876595811
23,1.0904867014351816
24,1.0912294007074657
25,1.1009463138930773
26,1.110868087450539
27,1.1151493355759985
28,1.1160125940735215
29,1.1124462987222739
30,1.1198432912017517
