Epoch,AUC
1,0.657006883513667
2,0.6813485652700971
3,0.6833353921377295
4,0.6822041038343916
5,0.6882056593728759
6,0.6978512063856845
7,0.6913403643335387
8,0.6914103068332373
9,0.695966615979577
10,0.7028669659314251
11,0.7014788444046264
12,0.6972863118358503
13,0.7015097768253916
14,0.6997139651074616
15,0.703578996615813
16,0.7062259339193729
17,0.7084744768956696
18,0.7105867993524525
19,0.7145871379976525
20,0.7134370512346957
21,0.7158337962091135
22,0.7168085181123445
23,0.7156019960073737
24,0.715476143766022
25,0.712860940385021
26,0.714333597477989
27,0.7130898151116056
28,0.7186375058006749
29,0.7165426283555799
30,0.7178601421293834
