Epoch,Accuracy
1,0.3387031816351188
2,0.3415223519935562
3,0.3419250906161901
4,0.34393878372935965
5,0.34716069271043093
6,0.3572291582762787
7,0.3697140555779299
8,0.3882400322190898
9,0.4067660088602497
10,0.4200563834071687
11,0.4373741441804269
12,0.44663713250100684
13,0.4607329842931937
14,0.4699959726137737
15,0.4804671768022553
16,0.482078131292791
17,0.4877164720096657
18,0.49577124446234394
19,0.5038260169150222
20,0.5062424486508256
21,0.5062424486508256
22,0.5114780507450665
23,0.5171163914619412
24,0.518324607329843
25,0.5187273459524768
26,0.5239629480467177
27,0.5287958115183246
28,0.5308095046314941
29,0.5340314136125655
30,0.5344341522351993
