Epoch,AUC
1,0.5630860292295976
2,0.6082251300833799
3,0.6295320531533635
4,0.6409312163696443
5,0.6480311203851861
6,0.6531276518012203
7,0.6597806089506977
8,0.6649638338254173
9,0.6698728953312605
10,0.673528369338525
11,0.6783168929826826
12,0.6824998242393425
13,0.6857710692070738
14,0.6893595439833247
15,0.6916475619359911
16,0.6947415241012455
17,0.6975016344954719
18,0.7004305923444114
19,0.7028520759472437
20,0.7069236942640773
