Epoch,Accuracy
1,0.506645817044566
2,0.5089913995308835
3,0.5121188428459734
4,0.5121188428459734
5,0.5121188428459734
6,0.5113369820172009
7,0.5113369820172009
8,0.5089913995308835
9,0.5113369820172009
10,0.5113369820172009
11,0.5129007036747459
12,0.5113369820172009
13,0.5129007036747459
14,0.5105551211884285
15,0.5105551211884285
16,0.5089913995308835
17,0.5089913995308835
18,0.5089913995308835
19,0.5113369820172009
20,0.5089913995308835
21,0.508209538702111
22,0.5089913995308835
23,0.5089913995308835
24,0.5113369820172009
25,0.5121188428459734
26,0.5121188428459734
27,0.5113369820172009
28,0.5121188428459734
29,0.5105551211884285
30,0.5105551211884285
