Epoch,Accuracy
1,0.17279124315871774
2,0.23534010946051603
3,0.3713838936669273
4,0.4683346364347146
5,0.4949179046129789
6,0.4988272087568413
7,0.5011727912431587
8,0.5027365129007036
9,0.5027365129007036
10,0.5019546520719312
11,0.5019546520719312
12,0.5019546520719312
13,0.5019546520719312
14,0.5003909304143862
15,0.5003909304143862
16,0.5003909304143862
17,0.5011727912431587
18,0.5019546520719312
19,0.5019546520719312
20,0.5019546520719312
21,0.5019546520719312
22,0.5019546520719312
23,0.5011727912431587
24,0.5011727912431587
25,0.5011727912431587
26,0.5011727912431587
27,0.5011727912431587
28,0.5019546520719312
29,0.5011727912431587
30,0.5011727912431587
