Epoch,Loss
1,1.9981816795339904
2,1.939694734912124
3,1.8941532078645809
4,1.858360855559212
5,1.8263418021050375
6,1.7973532689179426
7,1.7719436825834067
8,1.7490426567932602
9,1.7286410026861398
10,1.7110018278387733
11,1.6936427238627974
12,1.6776791348651297
13,1.6614353222756726
14,1.6462459160443328
15,1.6325624440881066
16,1.6190346157747653
17,1.6069713311477674
18,1.5948702461816493
19,1.5846422717689364
20,1.5728206963871354
21,1.563433775102905
22,1.5532295644835412
23,1.5435163365512714
24,1.53506974395225
25,1.5267295740901872
26,1.517808071317761
27,1.5098878055918952
28,1.502372471209836
29,1.4942666769891892
30,1.4863234110719679
