Epoch,AUC
1,0.7453405358675893
2,0.7891764937164943
3,0.8044193592607869
4,0.8207368199672287
5,0.8309497395934122
6,0.8380486895484105
7,0.8420320683148852
8,0.8496724970077221
9,0.8513554800145852
10,0.8554714716440784
11,0.85547990624081
12,0.8595533359295942
13,0.8600132265537733
14,0.8588591552963956
15,0.860279412130853
16,0.8611621832407139
17,0.8657018294597943
18,0.8684245504272637
19,0.8711797497160352
20,0.8720534078952411
21,0.8728363216922148
22,0.8748249698555635
23,0.8735315954001337
24,0.874999932866045
25,0.8753162676487474
26,0.8744840345493681
27,0.8771863351543301
28,0.8781865100926872
29,0.8771818228522501
30,0.8785057409484116
