Epoch,AUC
1,0.5613483298824677
2,0.5854973587669685
3,0.5950013886139943
4,0.6071994158359433
5,0.6160143995824523
6,0.6253486613914909
7,0.6277037086787363
8,0.6318314588150424
9,0.6361929093924952
10,0.6407559566750298
11,0.6442732897799783
12,0.6445632565385054
13,0.6473276382262438
14,0.6511325698339262
15,0.6529635058679645
16,0.6549936435418258
17,0.6574813177726104
18,0.6592826038194687
19,0.661831495714408
20,0.6629565997149166
21,0.6634718739157746
22,0.6645731695282142
23,0.6646520548022413
24,0.6629085319558894
25,0.6620334966539863
26,0.6630132174753348
27,0.6642380071327684
28,0.6653400577935367
29,0.6676603076401765
30,0.6680720889416585
