Iteration,Epsilon,Delta,Dynamic_Noise_Multiplier,Mean_Performance,Seed
473,10.0,0.1,34.55672025680542,0.6445491813118218,44
474,10.0,0.1,34.55672025680542,0.6523936425621819,44
475,10.0,0.01,34.55672025680542,0.651880762028234,44
476,10.0,0.01,34.55672025680542,0.6158278714107366,44
477,10.0,0.01,34.55672025680542,0.5730430111399212,44
478,10.0,0.01,34.55672025680542,0.7214638552770575,44
479,10.0,0.001,34.55672025680542,0.5546546384327283,44
480,10.0,0.001,34.55672025680542,0.5872839239412273,44
481,10.0,0.001,34.55672025680542,0.6896703639681168,44
482,10.0,0.001,34.55672025680542,0.6988671012196292,44
483,10.0,0.0001,34.55672025680542,0.6715214755593968,44
484,10.0,0.0001,34.55672025680542,0.7002343825026409,44
485,10.0,0.0001,34.55672025680542,0.7190381014116969,44
486,10.0,0.0001,34.55672025680542,0.7210233002016709,44
487,5.0,0.1,34.55672025680542,0.6124483818304043,44
488,5.0,0.1,34.55672025680542,0.647001944684529,44
489,5.0,0.1,34.55672025680542,0.7102549097282244,44
490,5.0,0.1,34.55672025680542,0.622117785460482,44
491,5.0,0.01,34.55672025680542,0.6530433712666859,44
492,5.0,0.01,34.55672025680542,0.6549748511476039,44
493,5.0,0.01,34.55672025680542,0.6371686833765485,44
494,5.0,0.01,34.55672025680542,0.6307539253817344,44
495,5.0,0.001,34.55672025680542,0.5281141961970613,44
496,5.0,0.001,34.55672025680542,0.6239781403053875,44
497,5.0,0.001,34.55672025680542,0.7176489124171709,44
498,5.0,0.001,34.55672025680542,0.4556864016133679,44
499,5.0,0.0001,34.55672025680542,0.6870621458753482,44
500,5.0,0.0001,34.55672025680542,0.6622269038701624,44
501,5.0,0.0001,34.55672025680542,0.6324675285700566,44
502,5.0,0.0001,34.55672025680542,0.62377857005666,44
503,1.0,0.1,34.55672025680542,0.6878454215883991,44
504,1.0,0.1,34.55672025680542,0.7126098386632094,44
505,1.0,0.1,34.55672025680542,0.7045390977624124,44
506,1.0,0.1,34.55672025680542,0.6986138120618458,44
507,1.0,0.01,34.55672025680542,0.6133835109958705,44
508,1.0,0.01,34.55672025680542,0.670648768366465,44
509,1.0,0.01,34.55672025680542,0.7205203231537501,44
510,1.0,0.01,34.55672025680542,0.6016580836454433,44
511,1.0,0.001,34.55672025680542,0.6417365912801306,44
512,1.0,0.001,34.55672025680542,0.669220565639105,44
513,1.0,0.001,34.55672025680542,0.6632109502544896,44
514,1.0,0.001,34.55672025680542,0.6610249807932392,44
515,1.0,0.0001,34.55672025680542,0.6365762748487468,44
516,1.0,0.0001,34.55672025680542,0.6091598242581389,44
517,1.0,0.0001,34.55672025680542,0.5749183712666859,44
518,1.0,0.0001,34.55672025680542,0.6557227143954673,44
519,0.1,0.1,34.55672025680542,0.707940495054259,44
520,0.1,0.1,34.55672025680542,0.7143012340343801,44
521,0.1,0.1,34.55672025680542,0.7030787837318736,44
522,0.1,0.1,34.55672025680542,0.6743709785844618,44
523,0.1,0.01,34.55672025680542,0.6380903077883415,44
524,0.1,0.01,34.55672025680542,0.6735471886103908,44
525,0.1,0.01,34.55672025680542,0.7011512052242389,44
526,0.1,0.01,34.55672025680542,0.7101654782483434,44
527,0.1,0.001,34.55672025680542,0.7369775160856622,44
528,0.1,0.001,34.55672025680542,0.6407474430999711,44
529,0.1,0.001,34.55672025680542,0.6205644386824163,44
530,0.1,0.001,34.55672025680542,0.7092927710554116,44
531,0.1,0.0001,34.55672025680542,0.6693979280706809,44
532,0.1,0.0001,34.55672025680542,0.6649110486891385,44
533,0.1,0.0001,34.55672025680542,0.5605172020551233,44
534,0.1,0.0001,34.55672025680542,0.571748055315471,44
535,50.0,0.1,34.55672025680542,0.7260353644482858,44
536,50.0,0.1,34.55672025680542,0.45020197109382504,44
537,50.0,0.1,34.55672025680542,0.5876668587342745,44
538,50.0,0.1,34.55672025680542,0.7295126884663401,44
539,50.0,0.01,34.55672025680542,0.5326941083261308,44
540,50.0,0.01,34.55672025680542,0.6728971598002497,44
541,50.0,0.01,34.55672025680542,0.699312758090848,44
542,50.0,0.01,34.55672025680542,0.7350193268030347,44
543,50.0,0.001,34.55672025680542,0.5889008931143763,44
544,50.0,0.001,34.55672025680542,0.6301041966772304,44
545,50.0,0.001,34.55672025680542,0.6887805507538654,44
546,50.0,0.001,34.55672025680542,0.6704125852300009,44
547,50.0,0.0001,34.55672025680542,0.6870132286564871,44
548,50.0,0.0001,34.55672025680542,0.716963471141842,44
549,50.0,0.0001,34.55672025680542,0.6307050081628733,44
550,50.0,0.0001,34.55672025680542,0.6027399644674926,44
551,30.0,0.1,34.55672025680542,0.5972909464131374,44
552,30.0,0.1,34.55672025680542,0.5843278834149621,44
553,30.0,0.1,34.55672025680542,0.6439702775376932,44
554,30.0,0.1,34.55672025680542,0.7222387280322673,44
555,30.0,0.01,34.55672025680542,0.6471757058484586,44
556,30.0,0.01,34.55672025680542,0.6589905646787669,44
557,30.0,0.01,34.55672025680542,0.6211739532315375,44
558,30.0,0.01,34.55672025680542,0.724250936329588,44
559,30.0,0.001,34.55672025680542,0.6647285844617306,44
