Epoch,Loss
1,1.3802482733263683
2,1.2848279955307418
3,1.3252230800787288
4,1.3113089342103867
5,1.3572609328090592
6,1.2752561200735697
7,1.2936724788519436
8,1.2880099149082536
9,1.283758559704211
10,1.235683896586725
11,1.269645951445238
12,1.2974417839278822
13,1.3427641978438611
14,1.3458970871319273
15,1.3074661073452323
16,1.3337799130165908
17,1.3133244120781815
18,1.3285861998328363
19,1.3355151647960664
20,1.287368972216025
21,1.3090093365082374
22,1.322208833391994
23,1.346993484782251
24,1.3302753639470843
25,1.3140666796658915
26,1.3254329497133395
27,1.2964139303227753
28,1.3163958567311291
29,1.373914302331615
30,1.317547931937119
