Epoch,Accuracy
1,0.5138944824808699
2,0.5734997986306887
3,0.5879983890455095
4,0.598872331856625
5,0.6045106725734998
6,0.6145791381393476
7,0.6153846153846154
8,0.6157873540072493
9,0.621425694724124
10,0.6258558195730971
11,0.6246476037051953
12,0.6294804671768023
13,0.6306886830447039
14,0.6302859444220701
15,0.6282722513089005
16,0.6331051147805075
17,0.6359242851389448
18,0.6314941602899719
19,0.6347160692710431
20,0.639951671365284
21,0.6387434554973822
22,0.6407571486105518
23,0.6407571486105518
24,0.6407571486105518
25,0.6403544099879178
26,0.6359242851389448
27,0.6427708417237213
28,0.63954893274265
29,0.6403544099879178
30,0.6403544099879178
