Epoch,Accuracy
1,0.4988272087568413
2,0.5011727912431587
3,0.5019546520719312
4,0.49569976544175137
5,0.4988272087568413
6,0.4980453479280688
7,0.491790461297889
8,0.4988272087568413
9,0.49726348709929635
10,0.4980453479280688
11,0.4980453479280688
12,0.5121188428459734
13,0.5074276778733385
14,0.509773260359656
15,0.509773260359656
16,0.5105551211884285
17,0.5105551211884285
18,0.5152462861610634
19,0.5089913995308835
20,0.5121188428459734
21,0.5144644253322909
22,0.5136825645035183
23,0.5152462861610634
24,0.5222830336200156
25,0.5324472243940579
26,0.5301016419077405
27,0.5379202501954652
28,0.5191555903049258
29,0.5207193119624707
30,0.5199374511336982
