Epoch,Accuracy
1,0.5160281469898358
2,0.506645817044566
3,0.5207193119624707
4,0.5324472243940579
5,0.5340109460516028
6,0.5402658326817826
7,0.5433932759968726
8,0.5355746677091477
9,0.5504300234558248
10,0.5433932759968726
11,0.5598123534010946
12,0.5512118842845973
13,0.5590304925723222
14,0.562157935887412
15,0.5613760750586395
16,0.5613760750586395
17,0.5582486317435497
18,0.5605942142298671
19,0.5590304925723222
20,0.5535574667709148
21,0.5668491008600469
22,0.5699765441751369
23,0.5645035183737295
24,0.5715402658326818
25,0.5715402658326818
26,0.5613760750586395
27,0.5731039874902267
28,0.5793588741204065
29,0.5801407349491791
30,0.5809225957779516
