Epoch,AUC
1,0.7056891333322408
2,0.732304691606418
3,0.7446955562088431
4,0.7499562852395555
5,0.7537794808401792
6,0.7572304976912001
7,0.7597990005872022
8,0.7632216165193144
9,0.7649061366860211
10,0.767057224009712
11,0.7670168216238608
12,0.7703316373298406
13,0.7718320726722752
14,0.7730709553628233
15,0.7749154668315283
16,0.7754639341114764
17,0.7763529885289324
18,0.7780815128358947
19,0.7791575068789753
20,0.7810208675963811
21,0.782135210939445
22,0.7832476240009322
23,0.7834835404632632
24,0.7842866662449622
25,0.7857674700263091
26,0.7860689024961041
27,0.7877859382275603
28,0.7874950406085465
29,0.7884393158477003
30,0.7894125548593478
