Epoch,Accuracy
1,0.4980453479280688
2,0.5129007036747459
3,0.5230648944487881
4,0.5230648944487881
5,0.5230648944487881
6,0.5222830336200156
7,0.5285379202501954
8,0.524628616106333
9,0.5293197810789679
10,0.5347928068803753
11,0.5355746677091477
12,0.5363565285379203
13,0.5371383893666928
14,0.5410476935105551
15,0.5355746677091477
16,0.5379202501954652
17,0.5387021110242377
18,0.5363565285379203
19,0.5387021110242377
20,0.5402658326817826
21,0.5355746677091477
22,0.5488663017982799
23,0.5496481626270524
24,0.5504300234558248
25,0.5480844409695075
26,0.5480844409695075
27,0.5519937451133698
28,0.5504300234558248
29,0.5504300234558248
30,0.5449569976544175
