Epoch,Loss
1,1.4384056039859392
2,1.3550396099791477
3,1.2946625155709142
4,1.2465404058639848
5,1.2106313411848353
6,1.1849049930930418
7,1.1634695036882903
8,1.1441112056759022
9,1.1290853583691547
10,1.1166281381372924
11,1.105884568312841
12,1.0972558669134265
13,1.0888619571108664
14,1.0817084629336216
15,1.0751324237744448
16,1.0695832177379152
17,1.0651007886973092
18,1.0615411912956865
19,1.0575112288029889
20,1.0545533381000545
21,1.0512122876761574
22,1.0485076562234255
23,1.0463568585472613
24,1.0441328102578586
25,1.0422173712382194
26,1.0402091458218465
27,1.0385302253958768
28,1.0362769179832572
29,1.0343519414748132
30,1.0323693126882771
