Epoch,Loss
1,2.124394572938204
2,2.0641077458738466
3,2.0165915326922352
4,1.9744221551544092
5,1.9397750404924814
6,1.9076347306904848
7,1.8808524861145635
8,1.8544668332732497
9,1.830866746973521
10,1.809119241447925
11,1.7904623032480393
12,1.7709920944535726
13,1.751794022703382
14,1.7357082609394794
15,1.7220457755314262
16,1.7072657145562788
17,1.6935594891330383
18,1.6798986406322454
19,1.6671267861183066
20,1.6546720050776431
21,1.6430983537634773
22,1.6310439171255282
23,1.61990282903311
24,1.609609635040446
25,1.5998760175186446
26,1.5901881877424444
27,1.5821221652071273
28,1.5738696956461684
29,1.5656551271977082
30,1.5575161829044681
