Epoch,Accuracy
1,0.5019546520719312
2,0.48866301798279904
3,0.019546520719311962
4,0.38702111024237684
5,0.35418295543393274
6,0.15480844409695074
7,0.022673964034401875
8,0.49726348709929635
9,0.5003909304143862
10,0.20172009382329945
11,0.09304143862392494
12,0.3752931978107897
13,0.3502736512900704
14,0.48866301798279904
15,0.5003909304143862
16,0.2869429241594996
17,0.5003909304143862
18,0.3518373729476153
19,0.4573885848318999
20,0.5003909304143862
21,0.21735731039874903
22,0.34714620797498047
23,0.5003909304143862
24,0.5003909304143862
25,0.49726348709929635
26,0.5003909304143862
27,0.4769351055512119
28,0.44956997654417513
29,0.21032056293979673
30,0.21892103205629398
