Epoch,Loss
1,1.1048949821746563
2,1.058297781948003
3,1.073536047626045
4,1.0794401189328358
5,1.0624398717291192
6,1.0663490521432462
7,1.084899220455429
8,1.0904746844117952
9,1.0864726188501592
10,1.0798291421849995
11,1.1115349400686603
12,1.103044621034746
13,1.116660057752742
14,1.1377133023841386
15,1.128898848538477
16,1.1403872948125342
17,1.1293059780413142
18,1.0979660454907392
19,1.1280860309492713
20,1.1358843801821275
21,1.1230867100097501
22,1.146551494769886
23,1.1539860687934391
24,1.130802183387986
25,1.1230713471572227
26,1.1482624578420029
27,1.1216932629308634
28,1.1380312521071803
29,1.123537093983487
30,1.1309204178922712
