Epoch,AUC
1,0.8431309076755067
2,0.8753916239274806
3,0.8817125205443745
4,0.8885409477384878
5,0.8892646095089933
6,0.8932429062129719
7,0.8958702539574019
8,0.8970047184087203
9,0.8980630585913656
10,0.9009691131054357
11,0.9018502466011953
12,0.9015229232601887
13,0.9009483925717396
14,0.9029505918321159
15,0.9028824403218962
16,0.9043968804997253
17,0.9044591957842897
18,0.9061994477667014
19,0.9053336265662957
20,0.9052943786084139
21,0.9053842388870433
22,0.9071768501281737
23,0.9066254137631117
24,0.9052926947036205
25,0.9083116935925082
26,0.9073901757739193
27,0.9088297216664267
28,0.9093262993126497
29,0.9082844410647312
30,0.909541772155786
