Epoch,Accuracy
1,0.5912202980265807
2,0.6129681836488119
3,0.6165928312525171
4,0.6202174788562224
5,0.6266612968183649
6,0.6379379782521144
7,0.6355215465163109
8,0.6375352396294804
9,0.6367297623842126
10,0.6359242851389448
11,0.6423681031010874
12,0.6472009665726943
13,0.6431735803463552
14,0.6484091824405961
15,0.63954893274265
16,0.6476037051953283
17,0.6500201369311317
18,0.6484091824405961
19,0.6516310914216673
20,0.6516310914216673
21,0.6508256141763995
22,0.6512283527990335
23,0.6564639548932742
24,0.6568666935159082
25,0.6564639548932742
26,0.6568666935159082
27,0.657269432138542
28,0.657672170761176
29,0.6588803866290778
30,0.6520338300443013
