Epoch,Loss
1,2.001965291949573
2,1.7694497880430498
3,1.609109117182742
4,1.8084256920185846
5,1.8189429646770034
6,1.9114226329550321
7,1.7239178340005352
8,1.6450545052190233
9,1.8524515022981716
10,1.6778627271131206
