Epoch,Loss
1,1.0662722773995597
2,1.1490683297424973
3,1.1504581312913276
4,1.0952356473089104
5,1.067511607838199
6,1.088321950353618
7,1.0863164109210655
8,1.0831082892473831
9,1.0827887868676174
10,1.0806894781442244
11,1.0171061018838652
12,1.058793097105317
13,1.0433001176652916
14,1.043168607076879
15,1.0514106531456358
16,1.0479999810946556
17,1.0757014013250141
18,1.029314816743718
19,1.0481533218492654
20,1.1144001157699477
21,1.0473009730056453
22,1.0472267286399084
23,1.050090495686311
24,1.049231067963929
25,1.0025508782656702
26,1.09585794449971
27,1.038341565184336
28,1.0159656852367243
29,1.0108209826034713
30,1.018126366099312
