Epoch,AUC
1,0.5631660182753704
2,0.6086695182475873
3,0.6300484106619781
4,0.6415894149319016
5,0.64854954862581
6,0.6539104619049125
7,0.6602397705139288
8,0.6654791286558848
9,0.6701104819803649
10,0.6739681561629256
11,0.6786234669931949
12,0.6827833928894574
13,0.6860932617371962
14,0.6894644759560826
15,0.6920249573712367
16,0.6950270218215381
17,0.697933862799217
18,0.7008936025777549
19,0.7034923035680389
20,0.7072203274599468
21,0.7092560302164244
22,0.7112580726527213
23,0.71359816951965
24,0.7159418784747815
25,0.7183221983585347
26,0.7209137491913796
27,0.722928753036008
28,0.724791152788643
29,0.7265428716351298
30,0.7276026585532738
