Epoch,AUC
1,0.5461435952188229
2,0.5873603541092904
3,0.6123719630478998
4,0.6257330774990606
5,0.6346371901220792
6,0.6406570054229705
7,0.6473310431516158
8,0.6526018539566806
9,0.6577509040881214
10,0.6619974649977554
11,0.6669782453096869
12,0.6710981269396278
13,0.6747010236986744
14,0.6786860861263799
15,0.6816387679273952
16,0.6850096065058585
17,0.6884339448672001
18,0.6917552832288081
19,0.694433850368972
20,0.6981300521637029
21,0.7005104953651546
22,0.7029378608918975
23,0.7054054742196261
24,0.7079810066114982
25,0.710588247362484
26,0.7133914210720078
27,0.7157697370039796
28,0.7175741294208162
29,0.7199986636342428
30,0.7215043693989601
