Epoch,Loss
1,1.1744451555474074
2,1.0829691082971307
3,1.0895409933319506
4,1.0593162204198572
5,1.043469425823436
6,1.0351121007940052
7,1.017287672430193
8,1.028767108341114
9,1.0276090561071327
10,1.011003642830213
11,1.032997200290282
12,1.0310473466802883
13,1.030981033116255
14,1.0179168518589141
15,1.0086185125348264
16,1.0243741089040792
17,1.0184421096652734
18,1.0101479413621712
19,1.027273360203218
20,1.019618545383203
21,1.0089489597012524
22,1.4601831396308773
23,1.0416453856400218
24,1.0380784836067003
25,1.009915833673888
26,1.0363154283128724
27,1.0312319720074672
28,1.0398048590231077
29,1.0200734004300303
30,1.040202410481315
