Epoch,Accuracy
1,0.47643979057591623
2,0.5501409585179219
3,0.5626258558195731
4,0.5755134917438582
5,0.5795408779701974
6,0.581151832460733
7,0.5912202980265807
8,0.5948449456302859
9,0.5976641159887233
10,0.5964559001208216
11,0.5956504228755538
12,0.6020942408376964
13,0.6073298429319371
14,0.6065243656866693
15,0.6133709222714459
16,0.6145791381393476
17,0.6149818767619815
18,0.616995569875151
19,0.6186065243656866
20,0.6161900926298832
21,0.6161900926298832
22,0.6182037857430528
23,0.6198147402335884
24,0.6242448650825614
25,0.6298832057994361
26,0.6270640354409988
27,0.6331051147805075
28,0.6327023761578735
29,0.6391461941200162
30,0.6290777285541683
