Epoch,AUC
1,0.871038306126441
2,0.8933144829011361
3,0.9017910987710754
4,0.9054320299488106
5,0.9068166188592905
6,0.9089723269337513
7,0.9112415780849183
8,0.9119786389952492
9,0.9131271701103949
10,0.9130647042615276
11,0.9142969515104507
12,0.9143624631904206
13,0.9155090782375168
14,0.9145280721179873
15,0.9154706841247666
16,0.9159252132583078
17,0.9157629467420229
18,0.9162377527845225
19,0.9162175470573259
20,0.9167193037564648
21,0.9170820352708229
22,0.9159314852692206
23,0.9172669152018962
24,0.9180045760307657
25,0.9172661359734814
26,0.9179011780000987
27,0.9169491699073156
28,0.9167698177243387
29,0.9173580605480947
30,0.917594753147112
