Epoch,Accuracy
1,0.3415223519935562
2,0.3403141361256545
3,0.3415223519935562
4,0.34313330648409185
5,0.34716069271043093
6,0.35440998791784134
7,0.369311316955296
8,0.38300443012484897
9,0.40112766814337497
10,0.4180426902939992
11,0.43656866693515906
12,0.44703987112364074
13,0.4567055980668546
14,0.46637132501006845
15,0.4724124043495771
16,0.47563431333064843
17,0.4828836085380588
18,0.4893274265002014
19,0.49617398308497784
20,0.5038260169150222
21,0.5066451872734595
22,0.5106725734997987
23,0.5155054369714056
24,0.5219492549335482
25,0.5283930728956907
26,0.527184857027789
27,0.5296012887635925
28,0.5300040273862263
29,0.5324204591220298
30,0.5328231977446637
