Epoch,Loss
1,1.0719002894445544
2,1.1476353154320378
3,1.1481956942553069
4,1.0951668860112624
5,1.0691930930347906
6,1.0886689859782466
7,1.0882667891675368
8,1.0830622525584241
9,1.084133233662412
10,1.0823156458032235
11,1.0176229257430762
12,1.0593435624505134
13,1.0433047446447765
14,1.045424162642484
15,1.0524802610126671
16,1.049043425505193
17,1.0759795546252062
18,1.0288015880838235
19,1.0487176290333877
20,1.1139122723041799
21,1.0474102944951211
22,1.047719383165182
23,1.0484611136639277
24,1.048891198830832
25,1.0007799031960023
26,1.0954404740337285
27,1.03982552753192
28,1.0157480147595142
29,1.0122437177457504
30,1.0184915054580772
