Epoch,Loss
1,2.4623043266350026
2,1.9199356534361747
3,2.276541871470898
4,2.0011680756489496
5,1.9116586419732613
6,2.12145130582113
7,2.305809678697698
8,2.394084287468021
9,1.88118795287432
10,2.2509778279452886
11,2.7923649421269023
12,2.3651584780383987
13,2.298818945511884
14,1.9572381320365058
15,2.4984005489696086
16,1.9554056346742692
17,2.2576973275620085
18,1.9158624321618427
19,2.2540034310043184
20,2.0268664132626006
21,2.5177589892129397
22,2.6750506346111793
23,2.330356518070245
24,2.161488398268784
25,3.0910131330259634
26,2.805644504556999
27,2.349876100367825
28,2.22136693580063
29,2.424788690317041
30,2.129972377869186
