Epoch,Loss
1,2.266630210384342
2,1.1381904074137243
3,4.987630070514097
4,2.012899451860699
5,1.5365291417250884
6,4.303111570807897
7,5.8169752714501595
8,5.131549842009049
9,12.029601811517278
10,10.904954794890438
11,4.958626819458485
12,1.9334966204332318
13,6.203211939681767
14,3.044651351746775
15,10.838049362094791
16,6.255641150605036
17,8.91599174236924
18,6.154427356130179
19,5.885982802363464
20,5.956994906143759
21,4.604711806242871
22,4.524768707806286
23,8.31443478033011
24,6.952466548966612
25,5.1867968408286025
26,13.368652411696498
27,6.653363006948213
28,3.6160038473831664
29,7.535372723607555
30,5.70695884270627
