Epoch,Loss
1,1.108538629302203
2,1.10383992702165
3,1.0550932476910135
4,1.0705871247425034
5,1.0931818003389777
6,1.1140336888762914
7,1.125344101389094
8,1.1619175363090282
9,1.1483867472275056
10,1.1387801909465358
11,1.1352002044689664
12,1.1116107499534214
13,1.132965628759669
14,1.1341371261299915
15,1.1578169034923587
16,1.1583009541640532
17,1.1356167074196781
18,1.1683391891856787
19,1.1743668824830402
20,1.1612499415921085
21,1.1700551365389313
22,1.123911659684006
23,1.1200406713071887
24,1.1249728234975576
25,1.1456440217892019
26,1.1528529453035254
27,1.1379784153158354
28,1.1465226562811677
29,1.1222798742289837
30,1.147345128145136
