Epoch,AUC
1,0.7097259125281268
2,0.7279838714938965
3,0.7378186912057271
4,0.7445223681021075
5,0.7499881378102775
6,0.7542057000438297
7,0.7582000593996208
8,0.7609890379174776
9,0.7636235081215835
10,0.766128972959482
11,0.7701997293662082
12,0.7712283267308313
13,0.7733383040594235
14,0.7738913571335515
15,0.7754539871744209
16,0.7769745723607147
17,0.7781970616529721
18,0.7792542405702306
19,0.7793191818649445
20,0.7798566791434193
21,0.7825472019616573
22,0.7829999272562769
23,0.7832839939234117
24,0.7841454009443916
25,0.7857045452281983
26,0.7856270023859705
27,0.7887194619961024
28,0.789703908460549
29,0.7897155122731168
30,0.7911837794938563
