Epoch,Loss
1,1.0626869424420282
2,0.9988381409197696
3,1.0640688277111099
4,1.1235883715005477
5,1.1801901162835748
6,1.1354996979096794
7,1.203894488041619
8,1.0658839546767318
9,1.0984257157656063
10,1.1503324610260524
11,1.2178940057195287
12,1.1204007493042218
13,1.1418560623097365
14,1.1373494013479857
15,1.090595050003493
16,1.0996275490573648
17,1.1633722452189048
18,1.1350842574502082
19,1.0894402364346085
20,1.0879797244836242
21,1.0900897646062164
22,1.1091533665362516
23,1.1562342335229
24,1.0845045537292444
25,1.145556606661071
26,1.1755407020577795
27,1.1184201170635746
28,1.1322718420655025
29,1.223313979752088
30,1.1039477369578394
