Epoch,Accuracy
1,0.5003909304143862
2,0.3502736512900704
3,0.3502736512900704
4,0.3502736512900704
5,0.3502736512900704
6,0.3502736512900704
7,0.3502736512900704
8,0.35105551211884284
9,0.35105551211884284
10,0.3815480844409695
11,0.3604378420641126
12,0.35105551211884284
13,0.3565285379202502
14,0.35105551211884284
15,0.3526192337763878
16,0.3565285379202502
17,0.3526192337763878
18,0.3518373729476153
19,0.3737294761532447
20,0.35887412040656763
21,0.42376856919468336
22,0.4245504300234558
23,0.41594996090695857
24,0.4440969507427678
25,0.3940578577013292
26,0.42689601250977327
27,0.45582486317435494
28,0.4151681000781861
29,0.4831899921813917
30,0.44878811571540267
