Epoch,Accuracy
1,0.5003909304143862
2,0.49960906958561374
3,0.5152462861610634
4,0.5129007036747459
5,0.5089913995308835
6,0.5113369820172009
7,0.5222830336200156
8,0.5152462861610634
9,0.5215011727912432
10,0.5215011727912432
11,0.5254104769351056
12,0.5285379202501954
13,0.5238467552775606
14,0.5222830336200156
15,0.5230648944487881
16,0.524628616106333
17,0.5215011727912432
18,0.5261923377638781
19,0.524628616106333
20,0.5293197810789679
21,0.5230648944487881
22,0.5269741985926505
23,0.5301016419077405
24,0.5293197810789679
25,0.5332290852228303
26,0.5301016419077405
27,0.5371383893666928
28,0.5340109460516028
29,0.5324472243940579
30,0.5332290852228303
