Epoch,Loss
1,1.072861478699661
2,1.059205289088347
3,1.0445258524196048
4,1.0403632569629946
5,1.0333590884987873
6,1.0407174297195565
7,1.044046167380368
8,1.0655249011432686
9,1.0589257083524475
10,1.0652261294826482
11,1.069273925181755
12,1.0596233535502644
13,1.0746592112683615
14,1.0699311172337715
15,1.082245267071325
16,1.0929858587606518
17,1.093309609427687
18,1.0982432863598601
19,1.1067239918496294
20,1.1169646854881572
21,1.1220930278813868
22,1.1041190427574354
23,1.0983845997919228
24,1.102482899079759
25,1.11220705751519
26,1.1249821937764595
27,1.115614629984834
28,1.126473306211482
29,1.1188574705951562
30,1.1327624739008644
