Epoch,Accuracy
1,0.5215011727912432
2,0.5175918686473807
3,0.5301016419077405
4,0.5379202501954652
5,0.5512118842845973
6,0.5574667709147771
7,0.5551211884284597
8,0.5551211884284597
9,0.562157935887412
10,0.5543393275996873
11,0.565285379202502
12,0.5699765441751369
13,0.5715402658326818
14,0.5699765441751369
15,0.5754495699765442
16,0.5801407349491791
17,0.5699765441751369
18,0.5809225957779516
19,0.5793588741204065
20,0.5684128225175918
21,0.5793588741204065
22,0.5832681782642689
23,0.581704456606724
24,0.5871774824081314
25,0.584831899921814
26,0.5746677091477717
27,0.5910867865519938
28,0.5879593432369038
29,0.5918686473807663
30,0.5934323690383112
