Epoch,Loss
1,141.91497695446014
2,134.84034168720245
3,136.4370231628418
4,138.98349595069885
5,141.06049013137817
6,141.32978522777557
7,139.44960057735443
8,137.0198596715927
9,135.19087421894073
10,133.25208604335785
11,130.87761640548706
12,129.43007016181946
13,128.15691477060318
14,126.90003663301468
15,126.18732225894928
16,125.55248373746872
17,124.39782077074051
18,123.39890646934509
19,122.61008417606354
20,121.46796369552612
21,121.08033156394958
22,120.88075113296509
23,120.3770095705986
24,119.96955144405365
25,119.47245544195175
26,118.84888142347336
27,118.47860705852509
28,118.49825662374496
29,118.09141474962234
30,117.91416239738464
