Iteration,Epsilon,Delta,Dynamic_Noise_Multiplier,Mean_Performance,Seed
1,,,461.8661642074585,0.5308100231070408,42
1,,,459.2552000284195,0.5307503696368445,42
2,50.0,0.1,0.005351717788726091,0.1850934303736479,42
2,50.0,0.1,0.005345391687005758,0.18511078144681278,42
3,50.0,0.1,0.005650913184508681,0.17303621075658457,42
3,50.0,0.1,0.005662903618067503,0.17486147483223205,42
