Epoch,AUC
1,0.7610659482721037
2,0.8125282828523395
3,0.8356868932087593
4,0.8494549895244254
5,0.8544909432987458
6,0.8580318952141566
7,0.8611662296523082
8,0.863505981713706
9,0.8684735839465461
10,0.869692124484233
11,0.8724331412688939
12,0.8753511181517042
13,0.875049363925323
14,0.8780695008552948
15,0.8766051387029271
16,0.8792974983424561
17,0.8788688797283504
18,0.8805941185858581
19,0.8793369839365954
20,0.8812260189988629
21,0.880845415027288
22,0.8826837031868663
23,0.8829162536768926
24,0.8828113795678458
25,0.8854459054131241
26,0.8859143320911311
27,0.8873866247484289
28,0.8882960397149686
29,0.8878015174350232
30,0.8855101957814356
