Epoch,Accuracy
1,0.42488924687877566
2,0.5058397100281917
3,0.5231574708014498
4,0.5485300040273863
5,0.5606121627064036
6,0.5658477648006444
7,0.5714861055175191
8,0.5827627869512686
9,0.5859846959323399
10,0.5948449456302859
11,0.5964559001208216
12,0.603302456705598
13,0.6097462746677407
14,0.6024969794603302
15,0.6008860249697946
16,0.6020942408376964
17,0.6045106725734998
18,0.6117599677809102
19,0.6133709222714459
20,0.6089407974224729
21,0.6077325815545711
22,0.6101490132903745
23,0.6077325815545711
24,0.6045106725734998
25,0.6065243656866693
26,0.6053161498187676
27,0.6028997180829642
28,0.5996778091018928
29,0.5996778091018928
30,0.6004832863471606
