Epoch,Accuracy
1,0.3502736512900704
2,0.5144644253322909
3,0.5543393275996873
4,0.5676309616888194
5,0.5715402658326818
6,0.5574667709147771
7,0.6059421422986708
8,0.6004691164972635
9,0.565285379202502
10,0.6434714620797498
11,0.616106333072713
12,0.7185301016419078
13,0.7326035965598123
14,0.7396403440187647
15,0.7763878029710711
16,0.7349491790461298
17,0.7341673182173573
18,0.7169663799843627
19,0.7474589523064894
20,0.7318217357310399
21,0.7537138389366693
22,0.7677873338545739
23,0.7771696637998436
24,0.7763878029710711
25,0.7912431587177482
26,0.7568412822517592
27,0.7834245504300235
28,0.7685691946833464
29,0.7357310398749023
30,0.7177482408131353
