Epoch,AUC
1,0.6206528043968786
2,0.6817404160427957
3,0.6939837819082824
4,0.7038766725689654
5,0.7097544146008705
6,0.7187869049607802
7,0.7183541826589354
8,0.720427322202271
9,0.7246100659311576
10,0.7301485124616275
11,0.731986603593721
12,0.7326739220169369
13,0.7355894986146402
14,0.7368225619052675
15,0.738976970150633
16,0.7410672698886743
17,0.7432177921022911
18,0.7449495616991326
19,0.7473763641923223
20,0.7479776842763373
21,0.7505259704731646
22,0.7506955652123943
23,0.7507410043229042
24,0.7531754028625082
25,0.7532059130874034
26,0.7540856336253111
27,0.7553545400274413
28,0.7565978013201597
29,0.7558977217414488
30,0.755395471405713
