Epoch,AUC
1,0.5877396505618926
2,0.620088227094536
3,0.634044103019688
4,0.6416926486242707
5,0.647897844942319
6,0.6532735014964851
7,0.6585939920688253
8,0.6636922400708751
9,0.6692355450490037
10,0.6739765691828631
11,0.6787644661574044
12,0.6830271542360524
13,0.6871049544939689
14,0.6907218374514706
15,0.694736098121962
16,0.6981423781026579
17,0.7015472651555668
18,0.7043517911808491
19,0.7071334455651364
20,0.7101973643929125
21,0.7126418327786991
22,0.7152616297876564
23,0.7178179842200959
24,0.7203159641961545
25,0.7226743140632264
26,0.7244231714217761
27,0.7264684107252344
28,0.7286912139793894
29,0.730389215145808
30,0.731616827854312
