Epoch,Accuracy
1,0.5561820378574305
2,0.6049134111961337
3,0.621828433346758
4,0.6355215465163109
5,0.6359242851389448
6,0.6339105920257753
7,0.6383407168747482
8,0.6403544099879178
9,0.6484091824405961
10,0.6435763189689891
11,0.6476037051953283
12,0.6496173983084977
13,0.653242045912203
14,0.643979057591623
15,0.653242045912203
16,0.6568666935159082
17,0.643979057591623
18,0.6496173983084977
19,0.6524365686669351
20,0.6552557390253725
21,0.6496173983084977
22,0.6496173983084977
23,0.6484091824405961
24,0.6604913411196134
25,0.653242045912203
26,0.6548530004027386
27,0.6556584776480064
28,0.644381796214257
29,0.6540475231574708
30,0.6544502617801047
