Epoch,Accuracy
1,0.5175918686473807
2,0.5363565285379203
3,0.5340109460516028
4,0.5449569976544175
5,0.5355746677091477
6,0.5527756059421423
7,0.5566849100860047
8,0.5535574667709148
9,0.5512118842845973
10,0.562157935887412
11,0.547302580140735
12,0.5645035183737295
13,0.5676309616888194
14,0.5684128225175918
15,0.5754495699765442
16,0.5785770132916341
17,0.5707584050039093
18,0.5809225957779516
19,0.5762314308053167
20,0.5762314308053167
21,0.5801407349491791
22,0.5871774824081314
23,0.5793588741204065
24,0.584831899921814
25,0.5793588741204065
26,0.5895230648944488
27,0.5863956215793589
28,0.5863956215793589
29,0.5746677091477717
30,0.5942142298670836
