Epoch,AUC
1,0.8302535197678356
2,0.8641389031148887
3,0.8771530548378852
4,0.8835593154262322
5,0.887181168889946
6,0.8901716330594778
7,0.8926736436246246
8,0.8945805893283951
9,0.8949824076355332
10,0.8959054287975382
11,0.8967190530607752
12,0.8973848498426213
13,0.8978367972145707
14,0.8976655558514126
15,0.8976733271794872
16,0.897717462394853
17,0.8984090063808575
18,0.8992810416788828
19,0.8991499243604014
20,0.8980845964057352
21,0.8983652414746265
22,0.8981897393569691
23,0.8979076505656465
24,0.8977876520534899
25,0.897334091387425
26,0.8974370865849398
27,0.8967438847840314
28,0.8960693830631463
29,0.8957837340622583
30,0.8956135104496545
